movie_title,genres,plot_keywords,imdb_score,duration,imdb_score_norm,duration_norm,clean_genres,clean_keywords,embedding_data
Paranormal Activity 4 ,Horror,boy in a bathtub|demon|laptop computer|pulled underwater|walking in the dark,4.6,96.0,0.3896103896103895,0.17658730158730157,Horror,boy in a bathtub demon laptop computer pulled underwater walking in the dark,paranormal activity 4  boy in a bathtub demon laptop computer pulled underwater walking in the dark genre: Horror
The Robe ,Drama|History,box office hit|crucifixion|nightmare|palestine|robe,6.8,135.0,0.6753246753246752,0.25396825396825395,Drama History,box office hit crucifixion nightmare palestine robe,the robe  box office hit crucifixion nightmare palestine robe genre: Drama History
The Return of the Pink Panther ,Comedy|Crime|Mystery,clouseau|diamond|panther|pink|pink panther,7.1,113.0,0.7142857142857142,0.2103174603174603,Comedy Crime Mystery,clouseau diamond panther pink pink panther,the return of the pink panther  clouseau diamond panther pink pink panther genre: Comedy Crime Mystery
Freddy's Dead: The Final Nightmare ,Comedy|Fantasy|Horror|Thriller,dark comedy|dream|freddy krueger|nightmare|serial murder,4.9,93.0,0.4285714285714286,0.1706349206349206,Comedy Fantasy Horror Thriller,dark comedy dream freddy krueger nightmare serial murder,freddy's dead: the final nightmare  dark comedy dream freddy krueger nightmare serial murder genre: Comedy Fantasy Horror Thriller
Monster ,Biography|Crime|Drama|Thriller,beach|female criminal|hooker|lesbian|prostitute,7.3,109.0,0.7402597402597402,0.20238095238095236,Biography Crime Drama Thriller,beach female criminal hooker lesbian prostitute,monster  beach female criminal hooker lesbian prostitute genre: Biography Crime Drama Thriller
"20,000 Leagues Under the Sea ",Adventure|Drama|Family|Fantasy|Sci-Fi,captain|expedition|sea|submarine|whale,7.2,127.0,0.7272727272727273,0.23809523809523808,Adventure Drama Family Fantasy Sci-Fi,captain expedition sea submarine whale,"20,000 leagues under the sea  captain expedition sea submarine whale genre: Adventure Drama Family Fantasy Sci-Fi"
Paranormal Activity: The Marked Ones ,Fantasy|Horror|Thriller,apartment|blood|demonic possession|neighbor|pentagram,5.0,101.0,0.4415584415584416,0.18650793650793648,Fantasy Horror Thriller,apartment blood demonic possession neighbor pentagram,paranormal activity: the marked ones  apartment blood demonic possession neighbor pentagram genre: Fantasy Horror Thriller
The Elephant Man ,Biography|Drama,curiosity|exploitation|freak|hospital|physical deformity,8.2,124.0,0.8571428571428571,0.23214285714285712,Biography Drama,curiosity exploitation freak hospital physical deformity,the elephant man  curiosity exploitation freak hospital physical deformity genre: Biography Drama
Dallas Buyers Club ,Biography|Drama,drugs|fda|gay community|hiv|homophobia,8.0,117.0,0.8311688311688311,0.21825396825396823,Biography Drama,drugs fda gay community hiv homophobia,dallas buyers club  drugs fda gay community hiv homophobia genre: Biography Drama
The Lazarus Effect ,Horror|Sci-Fi|Thriller,electrocuted|experiment|hell|serum|university,5.2,83.0,0.4675324675324676,0.15079365079365079,Horror Sci-Fi Thriller,electrocuted experiment hell serum university,the lazarus effect  electrocuted experiment hell serum university genre: Horror Sci-Fi Thriller
Memento ,Mystery|Thriller,flashback|memory|murder|short term memory|telephone,8.5,113.0,0.896103896103896,0.2103174603174603,Mystery Thriller,flashback memory murder short term memory telephone,memento  flashback memory murder short term memory telephone genre: Mystery Thriller
Oculus ,Horror|Mystery,home office|mirror|released from a mental hospital|trauma|video camera,6.5,104.0,0.6363636363636364,0.19246031746031744,Horror Mystery,home office mirror released from a mental hospital trauma video camera,oculus  home office mirror released from a mental hospital trauma video camera genre: Horror Mystery
Clerks II ,Comedy,fast food|fast food restaurant|new jersey|quick stop|restaurant,7.4,97.0,0.7532467532467533,0.17857142857142855,Comedy,fast food fast food restaurant new jersey quick stop restaurant,clerks ii  fast food fast food restaurant new jersey quick stop restaurant genre: Comedy
Billy Elliot ,Drama|Music,audition|ballet|boxing|miner|miners strike,7.7,110.0,0.7922077922077921,0.20436507936507936,Drama Music,audition ballet boxing miner miners strike,billy elliot  audition ballet boxing miner miners strike genre: Drama Music
The Way Way Back ,Comedy|Drama,awkward boy|shy kid|summer|vacation|water park,7.4,103.0,0.7532467532467533,0.19047619047619047,Comedy Drama,awkward boy shy kid summer vacation water park,the way way back  awkward boy shy kid summer vacation water park genre: Comedy Drama
House Party 2 ,Comedy|Drama|Music|Romance,college|misogyny|money|new friend|party,5.1,94.0,0.4545454545454545,0.17261904761904762,Comedy Drama Music Romance,college misogyny money new friend party,house party 2  college misogyny money new friend party genre: Comedy Drama Music Romance
The Man from Snowy River ,Adventure|Drama|Family|Romance|Western,australia|brumby|ranch|stallion|twin,7.3,102.0,0.7402597402597402,0.1884920634920635,Adventure Drama Family Romance Western,australia brumby ranch stallion twin,the man from snowy river  australia brumby ranch stallion twin genre: Adventure Drama Family Romance Western
Doug's 1st Movie ,Animation|Comedy|Family,dance|friend|monster|reference to batman|valentine,5.0,77.0,0.4415584415584416,0.13888888888888887,Animation Comedy Family,dance friend monster reference to batman valentine,doug's 1st movie  dance friend monster reference to batman valentine genre: Animation Comedy Family
The Apostle ,Drama,church|louisiana|minister|preacher|texas,7.2,134.0,0.7272727272727273,0.251984126984127,Drama,church louisiana minister preacher texas,the apostle  church louisiana minister preacher texas genre: Drama
Mommie Dearest ,Biography|Drama,abusive mother|adopted daughter|borderline personality disorder|perfection|sadistic cruelty,6.7,129.0,0.6623376623376623,0.24206349206349204,Biography Drama,abusive mother adopted daughter borderline personality disorder perfection sadistic cruelty,mommie dearest  abusive mother adopted daughter borderline personality disorder perfection sadistic cruelty genre: Biography Drama
Our Idiot Brother ,Comedy|Drama,art model|farmer|jail|nude model|three sisters,6.4,90.0,0.6233766233766234,0.16468253968253965,Comedy Drama,art model farmer jail nude model three sisters,our idiot brother  art model farmer jail nude model three sisters genre: Comedy Drama
Race ,Biography|Drama|Sport,1930s|athlete|nazi germany|olympics|track and field,7.1,134.0,0.7142857142857142,0.251984126984127,Biography Drama Sport,1930s athlete nazi germany olympics track and field,race  1930s athlete nazi germany olympics track and field genre: Biography Drama Sport
The Players Club ,Comedy|Drama,catfight|dominatrix|rape|spanking|stripper,5.6,104.0,0.5194805194805194,0.19246031746031744,Comedy Drama,catfight dominatrix rape spanking stripper,the players club  catfight dominatrix rape spanking stripper genre: Comedy Drama
O ,Drama|Romance|Thriller,basketball|basketball player|boarding school|love|shakespeare's othello,6.2,95.0,0.5974025974025974,0.1746031746031746,Drama Romance Thriller,basketball basketball player boarding school love shakespeare's othello,o  basketball basketball player boarding school love shakespeare's othello genre: Drama Romance Thriller
"As Above, So Below ",Horror|Mystery|Thriller,archeologist|catacomb|found footage|paris france|philosopher's stone,6.1,93.0,0.5844155844155844,0.1706349206349206,Horror Mystery Thriller,archeologist catacomb found footage paris france philosopher's stone,"as above, so below  archeologist catacomb found footage paris france philosopher's stone genre: Horror Mystery Thriller"
Addicted ,Drama|Thriller,adultery|attraction|lust|obsession|temptation,5.2,106.0,0.4675324675324676,0.1964285714285714,Drama Thriller,adultery attraction lust obsession temptation,addicted  adultery attraction lust obsession temptation genre: Drama Thriller
Eve's Bayou ,Drama,doctor|louisiana|secret|title directed by female|witchcraft,7.3,109.0,0.7402597402597402,0.20238095238095236,Drama,doctor louisiana secret title directed by female witchcraft,eve's bayou  doctor louisiana secret title directed by female witchcraft genre: Drama
Still Alice ,Drama,alzheimer's disease|bechdel test passed|linguistics professor|new york city|reference to angels in america the play,7.5,101.0,0.7662337662337662,0.18650793650793648,Drama,alzheimer's disease bechdel test passed linguistics professor new york city reference to angels in america the play,still alice  alzheimer's disease bechdel test passed linguistics professor new york city reference to angels in america the play genre: Drama
The Egyptian ,Drama|History,afterlife|egypt|pharaoh|princess|pyramid,6.6,139.0,0.6493506493506492,0.26190476190476186,Drama History,afterlife egypt pharaoh princess pyramid,the egyptian  afterlife egypt pharaoh princess pyramid genre: Drama History
Nighthawks ,Action|Crime|Thriller,bomb|new york city|partner|shooting|terrorist,6.4,99.0,0.6233766233766234,0.18253968253968253,Action Crime Thriller,bomb new york city partner shooting terrorist,nighthawks  bomb new york city partner shooting terrorist genre: Action Crime Thriller
Friday the 13th Part VIII: Jason Takes Manhattan ,Adventure|Horror,cult film|friday the thirteenth|hockey mask|jason voorhees|murder spree,4.5,100.0,0.37662337662337664,0.1845238095238095,Adventure Horror,cult film friday the thirteenth hockey mask jason voorhees murder spree,friday the 13th part viii: jason takes manhattan  cult film friday the thirteenth hockey mask jason voorhees murder spree genre: Adventure Horror
My Big Fat Greek Wedding ,Comedy|Family|Romance,baptism|greek|greek restaurant|prejudice|travel agency,6.6,95.0,0.6493506493506492,0.1746031746031746,Comedy Family Romance,baptism greek greek restaurant prejudice travel agency,my big fat greek wedding  baptism greek greek restaurant prejudice travel agency genre: Comedy Family Romance
Spring Breakers ,Crime|Drama,kissing a dead body|repeated dialogue|sex in pool|spring break|twins,5.3,94.0,0.48051948051948046,0.17261904761904762,Crime Drama,kissing a dead body repeated dialogue sex in pool spring break twins,spring breakers  kissing a dead body repeated dialogue sex in pool spring break twins genre: Crime Drama
Halloween: The Curse of Michael Myers ,Horror|Thriller,halloween|michael myers|nudity|returning character with different actor|slasher flick,4.9,93.0,0.4285714285714286,0.1706349206349206,Horror Thriller,halloween michael myers nudity returning character with different actor slasher flick,halloween: the curse of michael myers  halloween michael myers nudity returning character with different actor slasher flick genre: Horror Thriller
Y Tu Mamá También ,Adventure|Comedy|Drama|Romance,beach|cleaning a swimming pool|male male kiss|mexico|on the road,7.7,106.0,0.7922077922077921,0.1964285714285714,Adventure Comedy Drama Romance,beach cleaning a swimming pool male male kiss mexico on the road,y tu mamá también  beach cleaning a swimming pool male male kiss mexico on the road genre: Adventure Comedy Drama Romance
Shaun of the Dead ,Comedy|Horror,british horror|pub|record collection|zombie|zombie apocalypse,8.0,99.0,0.8311688311688311,0.18253968253968253,Comedy Horror,british horror pub record collection zombie zombie apocalypse,shaun of the dead  british horror pub record collection zombie zombie apocalypse genre: Comedy Horror
The Haunting of Molly Hartley ,Drama|Horror|Thriller,18th birthday|birthday|community center|resurrection|teenager,3.8,82.0,0.2857142857142857,0.14880952380952378,Drama Horror Thriller,18th birthday birthday community center resurrection teenager,the haunting of molly hartley  18th birthday birthday community center resurrection teenager genre: Drama Horror Thriller
Lone Star ,Drama|Mystery,father son relationship|interracial relationship|neo western|sheriff|texas,7.6,135.0,0.7792207792207791,0.25396825396825395,Drama Mystery,father son relationship interracial relationship neo western sheriff texas,lone star  father son relationship interracial relationship neo western sheriff texas genre: Drama Mystery
Halloween 4: The Return of Michael Myers ,Horror|Thriller,halloween|michael myers|murder|niece|october,5.9,88.0,0.5584415584415584,0.1607142857142857,Horror Thriller,halloween michael myers murder niece october,halloween 4: the return of michael myers  halloween michael myers murder niece october genre: Horror Thriller
April Fool's Day ,Horror|Mystery,april fool's day|island|mansion|psycho|secret,6.2,89.0,0.5974025974025974,0.16269841269841268,Horror Mystery,april fool's day island mansion psycho secret,april fool's day  april fool's day island mansion psycho secret genre: Horror Mystery
Diner ,Comedy|Drama,baltimore colts|diner|marriage|salesman|wedding,7.2,110.0,0.7272727272727273,0.20436507936507936,Comedy Drama,baltimore colts diner marriage salesman wedding,diner  baltimore colts diner marriage salesman wedding genre: Comedy Drama
Lone Wolf McQuade ,Action|Crime|Drama|Thriller|Western,drugs|martial arts|texas|texas ranger|weapon,6.3,107.0,0.6103896103896104,0.1984126984126984,Action Crime Drama Thriller Western,drugs martial arts texas texas ranger weapon,lone wolf mcquade  drugs martial arts texas texas ranger weapon genre: Action Crime Drama Thriller Western
Apollo 18 ,Horror|Mystery|Sci-Fi|Thriller,cosmonaut|footprint|found footage|moon|secret mission,5.2,86.0,0.4675324675324676,0.15674603174603174,Horror Mystery Sci-Fi Thriller,cosmonaut footprint found footage moon secret mission,apollo 18  cosmonaut footprint found footage moon secret mission genre: Horror Mystery Sci-Fi Thriller
Sunshine Cleaning ,Comedy|Drama,business|crime scene cleanup|private school|school|sister sister relationship,6.9,91.0,0.6883116883116883,0.16666666666666666,Comedy Drama,business crime scene cleanup private school school sister sister relationship,sunshine cleaning  business crime scene cleanup private school school sister sister relationship genre: Comedy Drama
No Escape ,Action|Thriller,asia|fictional country|hotel|rebellion|revolution,6.8,103.0,0.6753246753246752,0.19047619047619047,Action Thriller,asia fictional country hotel rebellion revolution,no escape  asia fictional country hotel rebellion revolution genre: Action Thriller
The Beastmaster ,Action|Adventure|Fantasy,breasts|critically acclaimed|female frontal nudity|psychotronic film|sword and sorcery,6.2,90.0,0.5974025974025974,0.16468253968253965,Action Adventure Fantasy,breasts critically acclaimed female frontal nudity psychotronic film sword and sorcery,the beastmaster  breasts critically acclaimed female frontal nudity psychotronic film sword and sorcery genre: Action Adventure Fantasy
Solomon and Sheba ,Drama|History|Romance|War,king|pharaoh|queen|queen of sheba|tribe,6.2,141.0,0.5974025974025974,0.26587301587301587,Drama History Romance War,king pharaoh queen queen of sheba tribe,solomon and sheba  king pharaoh queen queen of sheba tribe genre: Drama History Romance War
Fifty Shades of Black ,Comedy,color in title|parody|reference to cuba gooding jr|reference to netflix|written by star,3.5,92.0,0.2467532467532467,0.16865079365079363,Comedy,color in title parody reference to cuba gooding jr reference to netflix written by star,fifty shades of black  color in title parody reference to cuba gooding jr reference to netflix written by star genre: Comedy
Not Easily Broken ,Drama|Romance,african american protagonist|based on novel|title spoken by character,6.1,99.0,0.5844155844155844,0.18253968253968253,Drama Romance,african american protagonist based on novel title spoken by character,not easily broken  african american protagonist based on novel title spoken by character genre: Drama Romance
A Farewell to Arms ,Drama|Romance|War,1910s|ambulance driver|italy|lake|nurse,6.6,79.0,0.6493506493506492,0.14285714285714285,Drama Romance War,1910s ambulance driver italy lake nurse,a farewell to arms  1910s ambulance driver italy lake nurse genre: Drama Romance War
Digimon: The Movie ,Action|Adventure|Animation|Family|Sci-Fi,based on video game|box office hit|computer|digimon|internet,5.9,82.0,0.5584415584415584,0.14880952380952378,Action Adventure Animation Family Sci-Fi,based on video game box office hit computer digimon internet,digimon: the movie  based on video game box office hit computer digimon internet genre: Action Adventure Animation Family Sci-Fi
Saved! ,Comedy|Drama,christian|jewish|pastor|school|virginity,6.9,92.0,0.6883116883116883,0.16865079365079363,Comedy Drama,christian jewish pastor school virginity,saved!  christian jewish pastor school virginity genre: Comedy Drama
The Barbarian Invasions ,Comedy|Crime|Drama|Mystery|Romance,cancer|dying|friend|money|socialist,7.7,112.0,0.7922077922077921,0.20833333333333331,Comedy Crime Drama Mystery Romance,cancer dying friend money socialist,the barbarian invasions  cancer dying friend money socialist genre: Comedy Crime Drama Mystery Romance
Robin and Marian ,Adventure|Drama|Romance,crusades|friar|robin hood|sheriff|sheriff of nottingham,6.6,106.0,0.6493506493506492,0.1964285714285714,Adventure Drama Romance,crusades friar robin hood sheriff sheriff of nottingham,robin and marian  crusades friar robin hood sheriff sheriff of nottingham genre: Adventure Drama Romance
The Forsaken ,Horror|Thriller,flashing breasts|hitchhiker|vampire|vampire hunter|virus,5.3,90.0,0.48051948051948046,0.16468253968253965,Horror Thriller,flashing breasts hitchhiker vampire vampire hunter virus,the forsaken  flashing breasts hitchhiker vampire vampire hunter virus genre: Horror Thriller
Force 10 from Navarone ,Action|Drama|War,colonel|mission|partisan|spy|traitor,6.3,126.0,0.6103896103896104,0.2361111111111111,Action Drama War,colonel mission partisan spy traitor,force 10 from navarone  colonel mission partisan spy traitor genre: Action Drama War
UHF ,Comedy|Drama,gambling|imagination|television|television station|tv show,7.0,150.0,0.7012987012987012,0.2837301587301587,Comedy Drama,gambling imagination television television station tv show,uhf  gambling imagination television television station tv show genre: Comedy Drama
Grandma's Boy ,Comedy,co worker|game tester|loss of virginity|roommate|snack,7.0,90.0,0.7012987012987012,0.16468253968253965,Comedy,co worker game tester loss of virginity roommate snack,grandma's boy  co worker game tester loss of virginity roommate snack genre: Comedy
Slums of Beverly Hills ,Comedy|Drama,flatulence|menstrual blood|nomad|nursing school|title directed by female,6.6,91.0,0.6493506493506492,0.16666666666666666,Comedy Drama,flatulence menstrual blood nomad nursing school title directed by female,slums of beverly hills  flatulence menstrual blood nomad nursing school title directed by female genre: Comedy Drama
Once Upon a Time in the West ,Western,gang|gun|harmonica|killing|woman in bathtub,8.6,145.0,0.9090909090909091,0.2738095238095238,Western,gang gun harmonica killing woman in bathtub,once upon a time in the west  gang gun harmonica killing woman in bathtub genre: Western
Made ,Comedy|Crime|Drama|Thriller,friendship|loudmouth|money laundering|new york city|stripper,6.4,95.0,0.6233766233766234,0.1746031746031746,Comedy Crime Drama Thriller,friendship loudmouth money laundering new york city stripper,made  friendship loudmouth money laundering new york city stripper genre: Comedy Crime Drama Thriller
Moon ,Drama|Mystery|Sci-Fi,computer|contract|earth|moon|solitude,7.9,97.0,0.8181818181818182,0.17857142857142855,Drama Mystery Sci-Fi,computer contract earth moon solitude,moon  computer contract earth moon solitude genre: Drama Mystery Sci-Fi
Keeping Up with the Steins ,Comedy,bar mitzvah|carried in a chair|hebrew|party|rite of passage,5.4,90.0,0.49350649350649356,0.16468253968253965,Comedy,bar mitzvah carried in a chair hebrew party rite of passage,keeping up with the steins  bar mitzvah carried in a chair hebrew party rite of passage genre: Comedy
Sea Rex 3D: Journey to a Prehistoric World ,Documentary,3d|imax|plesiosaur|sea|water,6.9,41.0,0.6883116883116883,0.06746031746031744,Documentary,3d imax plesiosaur sea water,sea rex 3d: journey to a prehistoric world  3d imax plesiosaur sea water genre: Documentary
The Sweet Hereafter ,Drama,anger|bus|child|lawyer|school,7.7,112.0,0.7922077922077921,0.20833333333333331,Drama,anger bus child lawyer school,the sweet hereafter  anger bus child lawyer school genre: Drama
Of Gods and Men ,Drama,catholic church|community|monastery|monk|terrorist,7.2,122.0,0.7272727272727273,0.22817460317460314,Drama,catholic church community monastery monk terrorist,of gods and men  catholic church community monastery monk terrorist genre: Drama
Bottle Shock ,Comedy|Drama,airport|california|flat tire|overalls|wine,6.8,110.0,0.6753246753246752,0.20436507936507936,Comedy Drama,airport california flat tire overalls wine,bottle shock  airport california flat tire overalls wine genre: Comedy Drama
Jekyll and Hyde... Together Again ,Comedy|Music|Sci-Fi,breasts growing|coors light|drugs|hospital|spinning in grave,6.2,87.0,0.5974025974025974,0.15873015873015872,Comedy Music Sci-Fi,breasts growing coors light drugs hospital spinning in grave,jekyll and hyde... together again  breasts growing coors light drugs hospital spinning in grave genre: Comedy Music Sci-Fi
Heavenly Creatures ,Biography|Crime|Drama|Romance|Thriller,fantasy life|friend|friendship|love|teenage crush,7.4,108.0,0.7532467532467533,0.20039682539682538,Biography Crime Drama Romance Thriller,fantasy life friend friendship love teenage crush,heavenly creatures  fantasy life friend friendship love teenage crush genre: Biography Crime Drama Romance Thriller
90 Minutes in Heaven ,Drama,heaven|hospital|praying|pronounced dead|recovery,4.6,121.0,0.3896103896103895,0.22619047619047616,Drama,heaven hospital praying pronounced dead recovery,90 minutes in heaven  heaven hospital praying pronounced dead recovery genre: Drama
Everything Must Go ,Comedy|Drama,alcoholic|beer|bicycle|new neighbor|yard sale,6.4,97.0,0.6233766233766234,0.17857142857142855,Comedy Drama,alcoholic beer bicycle new neighbor yard sale,everything must go  alcoholic beer bicycle new neighbor yard sale genre: Comedy Drama
Zero Effect ,Comedy|Crime|Drama|Mystery|Thriller,blackmail|client|private detective|private investigator|tycoon,7.0,116.0,0.7012987012987012,0.21626984126984125,Comedy Crime Drama Mystery Thriller,blackmail client private detective private investigator tycoon,zero effect  blackmail client private detective private investigator tycoon genre: Comedy Crime Drama Mystery Thriller
The Machinist ,Drama|Thriller,alienation|conscience|insomnia|paranoia|urban gothic,7.7,94.0,0.7922077922077921,0.17261904761904762,Drama Thriller,alienation conscience insomnia paranoia urban gothic,the machinist  alienation conscience insomnia paranoia urban gothic genre: Drama Thriller
Light Sleeper ,Crime|Drama,bare breasts|drugs|existentialism|new york city|redemption,6.8,103.0,0.6753246753246752,0.19047619047619047,Crime Drama,bare breasts drugs existentialism new york city redemption,light sleeper  bare breasts drugs existentialism new york city redemption genre: Crime Drama
Kill the Messenger ,Biography|Crime|Drama|Mystery|Thriller,based on true story|cia|cocaine|journalist|smear campaign,7.0,112.0,0.7012987012987012,0.20833333333333331,Biography Crime Drama Mystery Thriller,based on true story cia cocaine journalist smear campaign,kill the messenger  based on true story cia cocaine journalist smear campaign genre: Biography Crime Drama Mystery Thriller
Rabbit Hole ,Drama,car|comic book|comic book artist|iphone|memory,7.0,91.0,0.7012987012987012,0.16666666666666666,Drama,car comic book comic book artist iphone memory,rabbit hole  car comic book comic book artist iphone memory genre: Drama
Party Monster ,Biography|Crime|Drama|Thriller,drug dealer|drugs|gay|homosexual|party,6.3,98.0,0.6103896103896104,0.18055555555555552,Biography Crime Drama Thriller,drug dealer drugs gay homosexual party,party monster  drug dealer drugs gay homosexual party genre: Biography Crime Drama Thriller
Green Room ,Crime|Horror|Music|Thriller,murder|neo nazi|punk band|skinhead|suspense,7.1,95.0,0.7142857142857142,0.1746031746031746,Crime Horror Music Thriller,murder neo nazi punk band skinhead suspense,green room  murder neo nazi punk band skinhead suspense genre: Crime Horror Music Thriller
The Oh in Ohio ,Comedy|Drama|Romance,marriage|orgasm|school|sex|swimming,5.6,88.0,0.5194805194805194,0.1607142857142857,Comedy Drama Romance,marriage orgasm school sex swimming,the oh in ohio  marriage orgasm school sex swimming genre: Comedy Drama Romance
Atlas Shrugged: Who Is John Galt? ,Drama|Mystery|Sci-Fi,box office flop|critically bashed|economy|individual versus society|rescue,4.4,99.0,0.36363636363636365,0.18253968253968253,Drama Mystery Sci-Fi,box office flop critically bashed economy individual versus society rescue,atlas shrugged: who is john galt?  box office flop critically bashed economy individual versus society rescue genre: Drama Mystery Sci-Fi
Bottle Rocket ,Comedy|Crime|Drama,caper|escapade|motel|robbery|texas,7.1,91.0,0.7142857142857142,0.16666666666666666,Comedy Crime Drama,caper escapade motel robbery texas,bottle rocket  caper escapade motel robbery texas genre: Comedy Crime Drama
Albino Alligator ,Crime|Drama|Thriller,bar|box office flop|hostage|new orleans louisiana|police,6.1,97.0,0.5844155844155844,0.17857142857142855,Crime Drama Thriller,bar box office flop hostage new orleans louisiana police,albino alligator  bar box office flop hostage new orleans louisiana police genre: Crime Drama Thriller
"Gandhi, My Father ",Biography|Drama|History,africa|hindu|india|muslim|south africa,7.4,136.0,0.7532467532467533,0.25595238095238093,Biography Drama History,africa hindu india muslim south africa,"gandhi, my father  africa hindu india muslim south africa genre: Biography Drama History"
Standard Operating Procedure ,Crime|Documentary|War,abu ghraib|abuse|prison|slow motion|torture,7.5,118.0,0.7662337662337662,0.22023809523809523,Crime Documentary War,abu ghraib abuse prison slow motion torture,standard operating procedure  abu ghraib abuse prison slow motion torture genre: Crime Documentary War
Out of the Blue ,Drama,explosion|hitchhiking|punk|trauma|truck driver,7.2,94.0,0.7272727272727273,0.17261904761904762,Drama,explosion hitchhiking punk trauma truck driver,out of the blue  explosion hitchhiking punk trauma truck driver genre: Drama
Tucker and Dale vs Evil ,Comedy|Horror,cabin|chainsaw|college kid|hillbilly|vacation,7.6,89.0,0.7792207792207791,0.16269841269841268,Comedy Horror,cabin chainsaw college kid hillbilly vacation,tucker and dale vs evil  cabin chainsaw college kid hillbilly vacation genre: Comedy Horror
"Lovely, Still ",Drama|Romance,christmas|fable|old man,7.3,90.0,0.7402597402597402,0.16468253968253965,Drama Romance,christmas fable old man,"lovely, still  christmas fable old man genre: Drama Romance"
Tycoon ,Adventure|Drama|Romance,engineer|ethics|mountain|railroad|south america,6.2,95.0,0.5974025974025974,0.1746031746031746,Adventure Drama Romance,engineer ethics mountain railroad south america,tycoon  engineer ethics mountain railroad south america genre: Adventure Drama Romance
Desert Blue ,Drama,cola|desert|ice cream cone|teenage girl|vomiting,6.2,90.0,0.5974025974025974,0.16468253968253965,Drama,cola desert ice cream cone teenage girl vomiting,desert blue  cola desert ice cream cone teenage girl vomiting genre: Drama
Decoys ,Comedy|Horror|Sci-Fi,breasts|campus|college|tentacle|virginity,4.6,95.0,0.3896103896103895,0.1746031746031746,Comedy Horror Sci-Fi,breasts campus college tentacle virginity,decoys  breasts campus college tentacle virginity genre: Comedy Horror Sci-Fi
The Visit ,Horror|Thriller,farm|handheld camera|impostor|rap|rock paper scissors,6.2,94.0,0.5974025974025974,0.17261904761904762,Horror Thriller,farm handheld camera impostor rap rock paper scissors,the visit  farm handheld camera impostor rap rock paper scissors genre: Horror Thriller
Redacted ,Crime|Thriller|War,blood splatter|iraq|murder|rape|soldier,6.2,90.0,0.5974025974025974,0.16468253968253965,Crime Thriller War,blood splatter iraq murder rape soldier,redacted  blood splatter iraq murder rape soldier genre: Crime Thriller War
Fascination ,Mystery|Romance|Thriller,death|love|marriage|secret|suspicion,3.3,103.0,0.22077922077922071,0.19047619047619047,Mystery Romance Thriller,death love marriage secret suspicion,fascination  death love marriage secret suspicion genre: Mystery Romance Thriller
Saving Grace             ,Drama|Fantasy,catholic|death row|inmate|oklahoma city|sexual promiscuity,7.5,60.0,0.7662337662337662,0.10515873015873015,Drama Fantasy,catholic death row inmate oklahoma city sexual promiscuity,saving grace              catholic death row inmate oklahoma city sexual promiscuity genre: Drama Fantasy
Area 51 ,Horror|Sci-Fi|Thriller,alien|alien abduction|conspiracy|secret base|ufo,4.2,91.0,0.33766233766233766,0.16666666666666666,Horror Sci-Fi Thriller,alien alien abduction conspiracy secret base ufo,area 51  alien alien abduction conspiracy secret base ufo genre: Horror Sci-Fi Thriller
Sleep Tight ,Drama|Horror|Thriller,apartment|concierge|girl|hitchcockian|stalking,7.2,102.0,0.7272727272727273,0.1884920634920635,Drama Horror Thriller,apartment concierge girl hitchcockian stalking,sleep tight  apartment concierge girl hitchcockian stalking genre: Drama Horror Thriller
The Cottage ,Comedy|Crime|Horror|Thriller,countryside|deformed|farmer|gangster|kidnapping,6.2,92.0,0.5974025974025974,0.16865079365079363,Comedy Crime Horror Thriller,countryside deformed farmer gangster kidnapping,the cottage  countryside deformed farmer gangster kidnapping genre: Comedy Crime Horror Thriller
Dead Like Me: Life After Death ,Comedy|Drama|Fantasy,african american policeman|police|policeman|policewoman|vomiting,6.1,87.0,0.5844155844155844,0.15873015873015872,Comedy Drama Fantasy,african american policeman police policeman policewoman vomiting,dead like me: life after death  african american policeman police policeman policewoman vomiting genre: Comedy Drama Fantasy
Farce of the Penguins ,Animation|Comedy,flatulence|march|penguin|south pole|spoof,4.2,80.0,0.33766233766233766,0.14484126984126983,Animation Comedy,flatulence march penguin south pole spoof,farce of the penguins  flatulence march penguin south pole spoof genre: Animation Comedy
Psych             ,Comedy|Crime|Mystery,best friend|friend|police|police department|psychic,8.4,44.0,0.8831168831168831,0.0734126984126984,Comedy Crime Mystery,best friend friend police police department psychic,psych              best friend friend police police department psychic genre: Comedy Crime Mystery
Rudderless ,Comedy|Drama|Music,demo tape|directed by cast member|grieving father|guitar|guitar player,7.5,105.0,0.7662337662337662,0.19444444444444442,Comedy Drama Music,demo tape directed by cast member grieving father guitar guitar player,rudderless  demo tape directed by cast member grieving father guitar guitar player genre: Comedy Drama Music
Henry & Me ,Animation|Family,bare butt|baseball|children|new york yankees|surrealism,6.7,67.0,0.6623376623376623,0.11904761904761904,Animation Family,bare butt baseball children new york yankees surrealism,henry & me  bare butt baseball children new york yankees surrealism genre: Animation Family
We Have Your Husband ,Crime|Drama|Thriller,abduction|based on true story|mexico,5.5,87.0,0.5064935064935064,0.15873015873015872,Crime Drama Thriller,abduction based on true story mexico,we have your husband  abduction based on true story mexico genre: Crime Drama Thriller
Dying of the Light ,Drama|Thriller,cia|individualism|mental illness|religion|revenge,4.4,94.0,0.36363636363636365,0.17261904761904762,Drama Thriller,cia individualism mental illness religion revenge,dying of the light  cia individualism mental illness religion revenge genre: Drama Thriller
